"","Cluster","expr","CellType","Condition","Status","Species","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"2090","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","15/868","63/18723",1.32114355815506e-07,8.30834155134761e-06,6.94469541424928e-06,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPE/CENPF/DLGAP5/GEN1/IK/MAD2L1/NDC80/PLK1/RAD21/UBE2C/ZNF207",15
"2091","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/868","40/18723",1.5354001930221e-07,9.53654119888168e-06,7.97131094362998e-06,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/RAD21/ZNF207",12
"2092","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0090068","positive regulation of cell cycle process","31/868","236/18723",1.69345513381902e-07,1.03699974209389e-05,8.66797219275253e-06,"APP/AURKA/CCN2/CCNB1/CCND2/CDC25B/CDC42/CDK1/DLGAP5/ECT2/EZH2/FAM83D/GEN1/GPSM2/KIF20B/KIF23/MAD2L1/MEPCE/NDC80/NUMA1/NUSAP1/PBX1/PHB2/RACGAP1/RAD21/RHOA/SFPQ/SOX15/SPAG5/TMOD3/UBE2C",31
"2093","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0050000","chromosome localization","17/868","82/18723",1.71081253416405e-07,1.03699974209389e-05,8.66797219275253e-06,"CCNB1/CDCA8/CENPC/CENPE/CENPF/DLGAP5/FAM83D/INCENP/KIF22/KIF2C/KIFC1/KPNB1/LMNA/NDC80/NUF2/NUMA1/SPAG5",17
"2094","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0000027","ribosomal large subunit assembly","10/868","27/18723",1.78870186277848e-07,1.07130465138554e-05,8.95471671904764e-06,"NOP53/RPL10/RPL11/RPL23A/RPL24/RPL3/RPL38/RPL5/RPL6/RPLP0",10
"2095","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0001732","formation of cytoplasmic translation initiation complex","8/868","16/18723",1.90849783249515e-07,1.12960618768037e-05,9.44204190813391e-06,"EIF2S2/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF3L",8
"2096","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051310","metaphase plate congression","15/868","65/18723",2.05688040597539e-07,1.2032750374956e-05,1.00578178970277e-05,"CCNB1/CDCA8/CENPC/CENPE/CENPF/FAM83D/INCENP/KIF22/KIF2C/KIFC1/KPNB1/NDC80/NUF2/NUMA1/SPAG5",15
"2097","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0006417","regulation of translation","48/868","468/18723",2.25926484157724e-07,1.29008998679812e-05,1.07834782187458e-05,"APP/BTG2/CIRBP/DDX1/EEF2/EIF3D/EIF3H/EIF3K/EIF4E/EIF4H/EIF5A/GAPDH/GIGYF2/HNRNPD/HNRNPR/ITGA2/KHDRBS1/KRT17/NCL/NIBAN1/PA2G4/PKM/POLDIP3/PPP1CA/RACK1/RBM3/RBM8A/RHOA/RIDA/ROCK1/RPL10/RPL13A/RPL22/RPL26/RPL38/RPL5/RPS14/RPS27L/RPS3/RPS4X/RPS9/SYNCRIP/TYMS/UHMK1/YBX1/YBX3/ZFP36/ZFP36L2",48
"2098","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0010257","NADH dehydrogenase complex assembly","14/868","57/18723",2.28221047157687e-07,1.29008998679812e-05,1.07834782187458e-05,"NDUFA10/NDUFA11/NDUFA2/NDUFA3/NDUFA5/NDUFB10/NDUFB3/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS5/NDUFS8",14
"2099","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0032981","mitochondrial respiratory chain complex I assembly","14/868","57/18723",2.28221047157687e-07,1.29008998679812e-05,1.07834782187458e-05,"NDUFA10/NDUFA11/NDUFA2/NDUFA3/NDUFA5/NDUFB10/NDUFB3/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS5/NDUFS8",14
"2100","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/868","42/18723",2.7894242231268e-07,1.55928814072788e-05,1.30336254636159e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/RAD21/ZNF207",12
"2101","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0040001","establishment of mitotic spindle localization","11/868","35/18723",2.99217514446476e-07,1.65424540129695e-05,1.38273449417429e-05,"CDK5RAP2/CENPA/GPSM2/ITGB1/KPNB1/MAD2L1/NDC80/NUMA1/NUSAP1/PLK1/SAPCD2",11
"2102","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051098","regulation of binding","40/868","363/18723",3.67889765684879e-07,2.01179718604416e-05,1.68160138891429e-05,"ACTB/ADD1/ANXA2/APP/AURKA/B2M/CALM2/CALM3/CAV1/CDC42/CSNK2B/CTNNBIP1/DZIP1/EDF1/EIF3D/FKBP1A/GMNN/HES1/HJURP/HMGB1/HMGB2/ID1/ITGA2/LRPAP1/MEPCE/NEK2/NFKBIA/NSD1/NUCKS1/PARK7/PLK1/PPP1CA/RACK1/ROCK1/RPL11/S100A10/SMAD4/SRI/STMN1/TLE5",40
"2103","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0034329","cell junction assembly","44/868","420/18723",4.02310223818756e-07,2.17636853336792e-05,1.81916167985957e-05,"ACTB/ACTG1/ACTN1/AGRN/AJUBA/AMIGO2/APP/CAV1/CDC42/CLDN1/COL17A1/CTNNA1/CTNND1/DBNL/DLG1/DST/ECT2/EEF2K/IRX3/ITGA2/ITGA6/ITGB4/JUP/LAMC1/MPP7/MTDH/NECTIN1/NRG1/PATJ/PDLIM5/PHLDB2/PKP1/PRKCA/PTPN11/PTPRS/RHOA/RHOC/ROCK1/S100A10/SFRP1/VCL/VMP1/VPS35/WDR1",44
"2104","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051783","regulation of nuclear division","22/868","139/18723",4.32699538577955e-07,2.31586316870818e-05,1.93576109363822e-05,"AURKA/BUB1/BUB1B/CAV2/CCNB1/CDC20/CDC42/CDCA2/CDK5RAP2/CENPF/DLGAP5/GEN1/IK/KIF20B/MAD2L1/MKI67/NDC80/NEK2/NUSAP1/PLK1/RAD21/ZNF207",22
"2105","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1902903","regulation of supramolecular fiber organization","41/868","383/18723",5.68074701552755e-07,3.00840402474938e-05,2.51463538249668e-05,"ACTG1/ADD1/APP/ARPC3/ARPC5/BRK1/CAPZB/CCN2/CDC42/CDC42EP3/CDK5RAP2/CKAP2/CKAP5/CYFIP2/DBNL/DLG1/DSTN/GPX1/ID1/LDLR/MTSS1/NIN/NUMA1/PARK7/PFDN5/PHLDB2/RHOA/RHOC/ROCK1/RPS3/S100A10/SFRP1/SMAD4/SPTAN1/SPTBN1/STMN1/TMOD3/TMSB10/TPM1/TPX2/WDR1",41
"2106","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051303","establishment of chromosome localization","16/868","80/18723",6.58303794829804e-07,3.44992332477994e-05,2.88368822406257e-05,"CCNB1/CDCA8/CENPC/CENPE/CENPF/DLGAP5/FAM83D/INCENP/KIF22/KIF2C/KIFC1/KPNB1/NDC80/NUF2/NUMA1/SPAG5",16
"2107","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051302","regulation of cell division","25/868","177/18723",6.70014336801645e-07,3.47509497778255e-05,2.90472845960127e-05,"AHCTF1/ASPM/AURKA/CALM2/CALM3/CAT/CDC25B/CDC42/ECT2/FGFR2/INCENP/KIF20A/KIF20B/KIF23/MACC1/MYC/PLK1/PRC1/RACGAP1/RACK1/RHOA/SFN/SH3GLB1/TP63/YBX1",25
"2108","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0030010","establishment of cell polarity","22/868","143/18723",7.13594500348345e-07,3.66336115433931e-05,3.06209455305224e-05,"CDC42/CDK5RAP2/CENPA/FAT1/FERMT1/GPSM2/HES1/ITGB1/KIF20B/MAD2L1/MPP7/MYH9/NDC80/NUMA1/PATJ/PLK1/RAB11FIP2/RACK1/RHOA/ROCK1/SAPCD2/SPAG5",22
"2109","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0007094","mitotic spindle assembly checkpoint signaling","11/868","38/18723",7.5948240837518e-07,3.78312474904508e-05,3.16220137723694e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/ZNF207",11
"2110","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0071173","spindle assembly checkpoint signaling","11/868","38/18723",7.5948240837518e-07,3.78312474904508e-05,3.16220137723694e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/ZNF207",11
"2111","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0071174","mitotic spindle checkpoint signaling","11/868","38/18723",7.5948240837518e-07,3.78312474904508e-05,3.16220137723694e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/ZNF207",11
"2112","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0071824","protein-DNA complex subunit organization","30/868","241/18723",8.55098965633415e-07,4.21764989813893e-05,3.52540801620794e-05,"ANP32B/ANP32E/BPTF/CENPA/CENPC/CENPE/CENPF/CENPH/CENPK/CENPN/CENPW/CTCF/DLGAP5/GMNN/H1-2/HAT1/HJURP/HMGA1/HMGB1/HMGB2/MYC/NAP1L1/NASP/POLE3/RBBP4/RPL23/SMARCA4/SMARCC1/TP53/ZNHIT1",30
"2113","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1903362","regulation of cellular protein catabolic process","31/868","255/18723",9.45659783298956e-07,4.61904307745344e-05,3.86092062777653e-05,"ANXA2/AURKA/CAV1/CD81/CDC20/EIF3H/ELOB/EZR/GPX1/LDLR/NFE2L2/NOP53/NUB1/NUPR1/PARK7/PBK/PITHD1/PLK1/PSMC3/PSME1/PSME2/RACK1/RNF19A/RPL11/RPL23/RPL5/RPS7/SMARCC1/SUMO2/UBXN1/VPS35",31
"2114","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0031577","spindle checkpoint signaling","11/868","39/18723",1.01377754624089e-06,4.90414887994031e-05,4.09923208221899e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/ZNF207",11
"2115","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0031397","negative regulation of protein ubiquitination","16/868","83/18723",1.10838222329282e-06,5.31073425274874e-05,4.43908469378929e-05,"CAV1/GPS2/MAD2L1/PARK7/PRMT3/RPL11/RPL23/RPL37/RPL5/RPS15/RPS20/RPS3/RPS7/TRIP12/TSPO/UBXN1",16
"2116","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0045839","negative regulation of mitotic nuclear division","12/868","48/18723",1.35933973332384e-06,6.45173414938891e-05,5.39281254680113e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/IK/MAD2L1/NDC80/PLK1/RAD21/ZNF207",12
"2117","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0032970","regulation of actin filament-based process","41/868","397/18723",1.44275221884503e-06,6.78363216169097e-05,5.67023621671017e-05,"ABRACL/ACTG1/ADD1/ARHGDIA/ARHGDIB/ARPC3/ARPC5/ATP1A1/BRK1/CAPZB/CAV1/CCN2/CDC42/CDC42EP3/CNN2/CYFIP2/DBNL/DLG1/DSP/DSTN/ECT2/ID1/JUP/MTSS1/MYH9/PDPN/PHLDB2/RHOA/RHOC/ROCK1/S100A10/SFRP1/SMAD4/SPTAN1/SPTBN1/SRI/STMN1/TMOD3/TMSB10/TPM1/WDR1",41
"2118","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0061842","microtubule organizing center localization","10/868","33/18723",1.52269924346883e-06,7.0932406424923e-05,5.9290287306608e-05,"ARPC5/ASPM/AURKA/DLG1/DLGAP5/EZR/GPSM2/MAD2L1/NIN/SUN2",10
"2119","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","17/868","95/18723",1.53707290344883e-06,7.09450805252392e-05,5.93008812098318e-05,"CAV1/COPS9/GPS2/MAD2L1/PARK7/PRMT3/RPL11/RPL23/RPL37/RPL5/RPS15/RPS20/RPS3/RPS7/TRIP12/TSPO/UBXN1",17
"2120","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1903311","regulation of mRNA metabolic process","33/868","288/18723",1.62378297369278e-06,7.42659285513489e-05,6.20766792335183e-05,"BTG2/CCNB1/CIRBP/DAZAP1/FAM172A/FUS/GIGYF2/HNRNPA1/HNRNPD/HNRNPL/HNRNPM/HNRNPR/KHDRBS1/MBNL1/NCL/PABPC4/PKP1/PRKCA/PTBP1/RBM3/RBM8A/RIDA/ROCK1/SAFB2/SLTM/SRSF9/SYNCRIP/THRAP3/YBX1/YBX3/YTHDC1/ZFP36/ZFP36L2",33
"2121","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0034250","positive regulation of cellular amide metabolic process","23/868","162/18723",1.69603182492621e-06,7.65161222301357e-05,6.39575491551104e-05,"CASP3/CCN1/CIRBP/EEF2/EIF3D/EIF5A/HNRNPD/ITGA2/KHDRBS1/KRT17/NFE2L2/NIBAN1/PKM/POLDIP3/RBM3/RHOA/RPL26/RPL5/RPS27L/RPS4X/RPS9/UHMK1/YBX3",23
"2122","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:1901988","negative regulation of cell cycle phase transition","30/868","249/18723",1.70340005759793e-06,7.65161222301357e-05,6.39575491551104e-05,"BRD7/BUB1/BUB1B/CCNB1/CDK1/CDK5RAP2/CENPF/CTDSP2/CTDSPL/DLG1/EZH2/FANCD2/FOXN3/GEN1/GIGYF2/GTSE1/IK/MAD2L1/NDC80/NOP53/PLK1/PTPN11/RAD21/RPL26/RPS27L/TOPBP1/TP53/XPC/ZFP36L2/ZNF207",30
"2123","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:2001251","negative regulation of chromosome organization","16/868","86/18723",1.81918630358875e-06,8.09940379942919e-05,6.77005056621988e-05,"BUB1/BUB1B/CCNB1/CDK5RAP2/CENPF/GEN1/HNRNPA1/IK/MAD2L1/NDC80/PLK1/PTTG1/RAD21/RAD50/TOP2A/ZNF207",16
"2124","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0006364","rRNA processing","28/868","225/18723",1.98035126634935e-06,8.72551140467685e-05,7.29339527805166e-05,"MTREX/NOP53/NPM3/NSA2/PA2G4/RPL10A/RPL11/RPL14/RPL26/RPL27/RPL35/RPL35A/RPL5/RPL7/RPL7A/RPS14/RPS15/RPS16/RPS17/RPS19/RPS21/RPS24/RPS25/RPS28/RPS6/RPS7/RPS8/YBEY",28
"2125","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0006413","translational initiation","19/868","118/18723",2.00657217503317e-06,8.72551140467685e-05,7.29339527805166e-05,"DDX1/EIF2S2/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF3L/EIF4E/EIF4H/KHDRBS1/PPP1CA/RPL13A/RPS17/RPS3/RPS3A/RPS5/UHMK1",19
"2126","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0045216","cell-cell junction organization","26/868","200/18723",2.01184520561024e-06,8.72551140467685e-05,7.29339527805166e-05,"ACTB/ACTG1/ADD1/CAV1/CDC42/CLDN1/CTNNA1/CTNND1/DLG1/DSP/ECT2/IRX3/JUP/MPP7/MTDH/MTSS1/NECTIN1/PATJ/PERP/PKP1/PRKCA/RHOA/RHOC/ROCK1/VCL/WDR1",26
"2127","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0002183","cytoplasmic translational initiation","10/868","34/18723",2.06794514043898e-06,8.89216410388762e-05,7.43269530909018e-05,"EIF2S2/EIF3D/EIF3F/EIF3G/EIF3H/EIF3I/EIF3K/EIF3L/EIF4H/RPL13A",10
"2128","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0052547","regulation of peptidase activity","45/868","461/18723",2.09366096158402e-06,8.92644770993999e-05,7.46135195497604e-05,"ANP32B/ANTXR1/ANXA2/APH1A/APLP2/APP/ARL6IP1/ASPH/BIRC5/CAV1/CCN1/CCN2/CD44/COL7A1/CSTB/CTSD/CYFIP2/DHCR24/GAPDH/GPI/GPX1/HMGB1/MYC/NR4A1/PARK7/PDCD5/PEBP1/PERP/PRELID1/PRNP/PSME1/PSME2/PTTG1/RACK1/RHOA/ROCK1/RPS27L/RPS3/SERPINB1/SFN/SPINT2/TIMP3/TP63/UACA/UBXN1",45
"2129","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0010639","negative regulation of organelle organization","37/868","348/18723",2.3651597026827e-06,9.99925921361062e-05,8.35808315985614e-05,"ACAA2/ADD1/BUB1/BUB1B/CAPZB/CCNB1/CCNF/CDK5RAP2/CENPF/CKAP2/GEN1/GPX1/HNRNPA1/HUWE1/IK/LMNA/MAD2L1/NDC80/NUPR1/PHLDB2/PLK1/PRELID1/PTTG1/RAD21/RAD50/SLC25A5/SMAD4/SPTAN1/SPTBN1/STMN1/TMOD3/TMSB10/TOP2A/TP53/TPX2/TSPO/ZNF207",37
"2130","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0031589","cell-substrate adhesion","38/868","363/18723",2.51939259470075e-06,0.000105625534532829,8.82892404897323e-05,"ACTG1/ACTN1/AJUBA/ANTXR1/BCAM/CCN1/CCN2/CD44/CDC42/CDK6/COL17A1/DDR1/EMP2/EPDR1/FAT2/FERMT1/HPSE/ID1/ITGA2/ITGA6/ITGB1/ITGB4/JAG1/JUP/LAMC1/NPNT/P4HB/PDPN/PHLDB2/PTPN11/RHOA/ROCK1/S100A10/SFRP1/UTRN/VAMP3/VCL/ZYX",38
"2131","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0010948","negative regulation of cell cycle process","33/868","294/18723",2.56028170043173e-06,0.00010645270442043,8.89806471789889e-05,"BRD7/BUB1/BUB1B/CCNB1/CCNF/CDK1/CDK5RAP2/CENPF/CTDSP2/CTDSPL/DLG1/EZH2/FANCD2/FOXN3/GEN1/GIGYF2/GTSE1/IK/MAD2L1/NDC80/NEK2/NOP53/PLK1/PTPN11/PTTG1/RAD21/RPL26/RPS27L/TOPBP1/TP53/XPC/ZFP36L2/ZNF207",33
"2132","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0000075","cell cycle checkpoint signaling","23/868","169/18723",3.54292804428219e-06,0.000146102221235932,0.000122122498161409,"BUB1/BUB1B/CCNB1/CDK1/CDK5RAP2/CENPF/FANCD2/FOXN3/GEN1/GIGYF2/GTSE1/IK/MAD2L1/NDC80/NOP53/PLK1/PTPN11/RPL26/RPS27L/TOPBP1/TP53/XPC/ZNF207",23
"2133","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0007160","cell-matrix adhesion","28/868","233/18723",3.9404113529811e-06,0.000161172435096325,0.0001347192413792,"ACTG1/ACTN1/AJUBA/BCAM/CCN2/CD44/CDK6/COL17A1/DDR1/EMP2/EPDR1/FERMT1/HPSE/ITGA2/ITGB1/ITGB4/JAG1/JUP/NPNT/PHLDB2/PTPN11/RHOA/ROCK1/S100A10/SFRP1/UTRN/VCL/ZYX",28
"2134","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0007062","sister chromatid cohesion","13/868","62/18723",4.20481469656771e-06,0.000170600183374453,0.000142599615558472,"BUB1/BUB1B/CDC20/CTCF/KIF22/PHB2/PLK1/RAD21/SFPQ/SGO1/SGO2/SMC1A/SMC3",13
"2135","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051321","meiotic cell cycle","30/868","261/18723",4.48870567255836e-06,0.000180661425909129,0.000151009508731542,"ASPM/AURKA/BUB1/BUB1B/CCNB2/CDC20/CDC25B/CENPC/CKS2/FANCD2/INCENP/MYH9/NCAPD3/NEK2/NUF2/NUMA1/PLK1/PTTG1/RAD21/RAD50/SGO1/SGO2/SMC1A/SMC2/SMC3/SMC4/SPIN1/SUN2/TOP2A/TUBG1",30
"2136","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0032465","regulation of cytokinesis","16/868","92/18723",4.57407118307623e-06,0.000181118335276255,0.000151391425672125,"AHCTF1/AURKA/CALM2/CALM3/CDC25B/CDC42/ECT2/INCENP/KIF20A/KIF20B/KIF23/PLK1/PRC1/RACGAP1/RHOA/SH3GLB1",16
"2137","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0003158","endothelium development","20/868","136/18723",4.60805941470097e-06,0.000181118335276255,0.000151391425672125,"ADD1/BTG1/CLDN1/CLIC4/CSNK2B/EDF1/EZR/FOXP1/GPX1/GSTM3/ID1/JAG1/NRG1/PDPN/PTPRS/RBPJ/RHOA/ROCK1/SMAD4/VCL",20
"2138","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0045727","positive regulation of translation","20/868","136/18723",4.60805941470097e-06,0.000181118335276255,0.000151391425672125,"CIRBP/EEF2/EIF3D/EIF5A/HNRNPD/ITGA2/KHDRBS1/KRT17/NIBAN1/PKM/POLDIP3/RBM3/RHOA/RPL26/RPL5/RPS27L/RPS4X/RPS9/UHMK1/YBX3",20
"2139","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051294","establishment of spindle orientation","10/868","37/18723",4.84002866737959e-06,0.000188761118027804,0.000157779800295238,"CDK5RAP2/CENPA/GPSM2/ITGB1/MAD2L1/NDC80/NUMA1/PLK1/SAPCD2/SPAG5",10
"2140","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0052548","regulation of endopeptidase activity","42/868","432/18723",5.04793985766473e-06,0.000193974722320198,0.000162137696946132,"ANP32B/ANXA2/APH1A/APLP2/APP/ARL6IP1/ASPH/BIRC5/CCN1/CCN2/CD44/COL7A1/CSTB/CTSD/CYFIP2/DHCR24/GAPDH/GPI/GPX1/HMGB1/MYC/NR4A1/PARK7/PDCD5/PEBP1/PERP/PRELID1/PRNP/PSME1/PSME2/PTTG1/RACK1/RHOA/ROCK1/RPS27L/RPS3/SERPINB1/SFN/SPINT2/TIMP3/TP63/UACA",42
"2141","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0016072","rRNA metabolic process","28/868","236/18723",5.05082262451719e-06,0.000193974722320198,0.000162137696946132,"MTREX/NOP53/NPM3/NSA2/PA2G4/RPL10A/RPL11/RPL14/RPL26/RPL27/RPL35/RPL35A/RPL5/RPL7/RPL7A/RPS14/RPS15/RPS16/RPS17/RPS19/RPS21/RPS24/RPS25/RPS28/RPS6/RPS7/RPS8/YBEY",28
"2142","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0000132","establishment of mitotic spindle orientation","9/868","30/18723",5.62910971419175e-06,0.000211570859405162,0.000176845784206053,"CDK5RAP2/CENPA/GPSM2/ITGB1/MAD2L1/NDC80/NUMA1/PLK1/SAPCD2",9
"2143","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0006099","tricarboxylic acid cycle","9/868","30/18723",5.62910971419175e-06,0.000211570859405162,0.000176845784206053,"CS/IDH3B/MDH1/MDH2/PDHB/SDHA/SDHB/SDHC/SUCLG1",9
"2144","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051656","establishment of organelle localization","39/868","390/18723",5.63516103364971e-06,0.000211570859405162,0.000176845784206053,"ARHGAP21/CCNB1/CDC42/CDCA8/CDH3/CDK5RAP2/CENPA/CENPC/CENPE/CENPF/CFL1/DLG1/DLGAP5/EZR/FAM83D/GPSM2/INCENP/ITGB1/KIF22/KIF2C/KIFC1/KPNB1/MAD2L1/MYH9/NDC80/NUF2/NUMA1/NUSAP1/PCM1/PLK1/RAB6A/RPS15/S100A13/SAPCD2/SPAG5/SUN2/TMED9/UXT/VAMP8",39
"2145","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0051797","regulation of hair follicle development","7/868","17/18723",5.80663043259063e-06,0.000216393760787878,0.000180877103923583,"CDH3/FERMT1/FST/HPSE/KRT17/NUMA1/SMAD4",7
"2146","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0072331","signal transduction by p53 class mediator","22/868","163/18723",6.57964502620227e-06,0.000243398486226644,0.000203449550152307,"AURKA/CD44/CD74/EIF5A/GTSE1/HINT1/MIF/NDRG1/NOP53/NUPR1/PERP/RPL11/RPL23/RPL26/RPL37/RPL5/RPS15/RPS20/RPS27L/RPS7/TP53/TP63",22
"2147","downregulated.Cluster2.MERS.Infected.Camel","downregulated","Cluster2","MERS","Infected","Camel","GO:0042060","wound healing","41/868","422/18723",6.63724537029694e-06,0.000243737090934043,0.00020373257974903,"ACTB/ACTG1/AJUBA/ANO6/ANXA2/ANXA5/CASP3/CAV1/CCN1/CD44/CDH3/CLDN1/CNN2/DDR1/DGKA/DSP/DST/ENPP4/FERMT1/FGFR2/FOXA2/GPX1/HMGB1/HPSE/ITGA2/ITGB1/LMAN1/MIA3/MYH9/NFE2L2/NRG1/PABPC4/PDPN/PHLDB2/PRDX2/PRKCA/RHOA/RHOC/TNC/TPM1/VCL",41
