"","ID","Description","Count","GeneRatio","geneID"
"GO:0048584","GO:0048584","positive regulation of response to stimulus",34,"34/326","DIXDC1/CD74/MAP2K6/DYNC2H1/SLC9A3R1/SORL1/ATF3/GAS8/CCN1/HPSE/AUTS2/PIM2/GRN/KITLG/IL1R1/FAM53B/LURAP1L/F3/SEMA5A/BCL10/MYC/ADGRV1/HSPB1/CCN2/CTH/CD44/TGM2/PRR5L/RPL26/PTGS2/TP63/TIMP3/IL33/CHI3L1"
"GO:0051050","GO:0051050","positive regulation of transport",17,"17/326","FHL1/BAIAP3/MAP2K6/CAPN10/CALM1/SLC9A3R1/SORL1/SDC4/CALM2/PCM1/DYNLL1/OAZ2/PRR5L/SFN/STOM/PTGS2/PTGES"
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host",1,"1/326","CD74"
"GO:0110151","GO:0110151","positive regulation of biomineralization",2,"2/326","CCN1/ADGRV1"
"GO:1900048","GO:1900048","positive regulation of hemostasis",2,"2/326","HPSE/F3"
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body",1,"1/326","RUVBL2"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",10,"10/326","BAIAP3/CAPN10/SORL1/PCM1/DYNLL1/OAZ2/PRR5L/SFN/STOM/PTGS2"
"GO:1905954","GO:1905954","positive regulation of lipid localization",2,"2/326","MAP2K6/PTGES"
"GO:0042754","GO:0042754","negative regulation of circadian rhythm",1,"1/326","CRY2"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",31,"31/326","FOXJ1/CD74/RPGRIP1L/PLAT/EGR1/SLC9A3R1/RCAN1/RUVBL2/SORL1/ATF3/TULP3/GRN/TRIB1/ERRFI1/SEMA5A/ADM/MYC/RBMS3/PTPRS/HSPB1/CTH/CD44/CRY2/PRR5L/PTGS2/GPRC5A/TP63/DUSP6/TIMP3/IGFBP2/IL1R2"
"GO:0051051","GO:0051051","negative regulation of transport",7,"7/326","CD74/CALM1/SLC9A3R1/CALM2/OAZ2/CRY2/PTGS2"
"GO:0060969","GO:0060969","negative regulation of gene silencing",1,"1/326","APOBEC1"
"GO:1900047","GO:1900047","negative regulation of hemostasis",1,"1/326","PLAT"
"GO:1905953","GO:1905953","negative regulation of lipid localization",1,"1/326","CRY2"
"GO:0032879","GO:0032879","regulation of localization",58,"58/326","CCDC39/DZIP1L/DNAH11/OSBPL6/CFAP45/DNAAF1/MAPK15/FHL1/DRC1/BAIAP3/CFAP69/CCDC40/CD74/CFAP43/SYT5/MAP1A/RFX3/MAP2K6/CAPN10/CALM1/SLC9A3R1/ULK4/RUVBL2/SORL1/CFAP298/PFN2/GAS8/VCL/SDC4/CCN1/CFAP20/CALM2/GRN/PCM1/BPIFA1/TRIB1/KITLG/CCDC66/DYNLL1/ZFP36L1/IL1R1/OAZ2/RAP2B/DEFB1/F3/SEMA5A/WDPCP/RABGAP1L/HSPB1/CPNE3/TGM2/CRY2/PRR5L/SFN/STOM/PTGS2/TPM1/PTGES"
"GO:0042752","GO:0042752","regulation of circadian rhythm",1,"1/326","CRY2"
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction",2,"2/326","CD74/BPIFA1"
"GO:0048518","GO:0048518","positive regulation of biological process",99,"99/326","FOXJ1/TPPP3/MAPK15/FHL1/DIXDC1/FANK1/BAIAP3/BASP1/NEK5/CFAP69/CD74/ZMYND10/IFT57/MNS1/MAP1A/RFX3/CDC14A/JUN/MAP2K6/EGR1/FAM161A/DYNC2H1/CAPN10/CSPP1/CALM1/SLC44A4/SLAIN2/SLC9A3R1/EPAS1/SULT1E1/RUVBL2/SORL1/ATF3/FOS/PFN2/GAS8/SDC4/CCN1/HPSE/AUTS2/CFAP20/CALM2/PIM2/IFT74/GRN/PCM1/TRIB1/PROM1/KITLG/DYNLL1/MYCBP/ZFP36L1/IL1R1/APOBEC1/HOPX/OAZ2/RAP2B/DEFB1/FAM53B/LURAP1L/F3/SEMA5A/EGR3/BCL10/FOSL2/BTG2/ADM/PRKAB2/HSPH1/MYC/ADGRV1/RBMS3/HSPB1/CPNE3/RPS9/CCN2/CTH/CD44/PTPRZ1/TGM2/TFCP2L1/PRR5L/SFN/STOM/RPL26/PTGS2/TPM1/GPRC5A/PTGES/TP63/NR4A1/DUSP6/RPS15A/CRLF1/TIMP3/IGFBP2/ANGPTL4/IL33/CHI3L1"
"GO:0048519","GO:0048519","negative regulation of biological process",89,"89/326","FOXJ1/SPEF1/STK33/MAPK15/FHL1/DIXDC1/FANK1/BASP1/CD74/RPGRIP1L/IFT57/PACRG/MAP1A/RFX3/PLAT/CST6/JUN/MAP2K6/EGR1/CALM1/SLC9A3R1/ZNF875/RCAN1/RUVBL2/SORL1/ATF3/PFN2/GAS8/TULP3/VCL/SDC4/CCN1/CALM2/PIM2/IFT74/GRN/PCM1/WDR73/BPIFA1/TRIB1/KITLG/DYNLL1/ZFP36L1/IER3/APOBEC1/ERRFI1/HOPX/OAZ2/RAP2B/SEMA5A/EGR3/BCL10/CC2D1B/KMT5A/BTG2/ADM/ZNFX1/KRT4/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CCN2/CTH/CD44/PTPRZ1/RPS14/TFCP2L1/CRY2/FOXQ1/PRR5L/SFN/RPL26/PTGS2/TPM1/GPRC5A/PTGES/TP63/NR4A1/DUSP6/CRLF1/TIMP3/IGFBP2/IL1R2/NDRG1/SCGB1A1/ANGPTL4/IL33"
"GO:0048583","GO:0048583","regulation of response to stimulus",64,"64/326","FOXJ1/SPEF1/DIXDC1/CD74/MGLL/RPGRIP1L/PLAT/IFT81/MAP2K6/EGR1/DYNC2H1/CALM1/SLC9A3R1/RCAN1/ULK4/RUVBL2/SORL1/ATF3/ZDHHC1/GAS8/TULP3/CCN1/HPSE/AUTS2/CALM2/PIM2/GRN/ARHGAP39/TRIB1/KITLG/IL1R1/IER3/ERRFI1/HOPX/FAM53B/LURAP1L/F3/SEMA5A/BCL10/KMT5A/ADM/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CCN2/CTH/CD44/TGM2/CRY2/PRR5L/RPL26/PTGS2/GPRC5A/PTGES/TP63/DUSP6/TIMP3/IGFBP2/IL1R2/SCGB1A1/IL33/CHI3L1"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",1,"1/326","SOAT2"
"GO:0098900","GO:0098900","regulation of action potential",1,"1/326","CALM1"
"GO:0110149","GO:0110149","regulation of biomineralization",2,"2/326","CCN1/ADGRV1"
"GO:1900046","GO:1900046","regulation of hemostasis",3,"3/326","PLAT/HPSE/F3"
"GO:0006950","GO:0006950","response to stress",66,"66/326","STK33/SPATA18/MAPK15/CD74/MGLL/PACRG/PLAT/JUN/MAP2K6/CETN2/EGR1/EPAS1/RCAN1/ULK4/RUVBL2/TUBB4B/ATF3/FOS/ZDHHC1/VCL/SDC4/HSPA4L/CCN1/HPSE/MGST1/CFAP410/GRN/BPIFA1/TRIB1/ZFP36L1/IL1R1/IER3/APOBEC1/ERRFI1/RAP2B/DEFB1/F3/ITGB4/BCL10/KMT5A/BTG2/ADM/HSPH1/ADORA2B/MYC/RBMS3/PTPRS/HSPB1/CCN2/CTH/CD44/TGM2/PRR5L/SFN/RPL26/PTGS2/TPM1/PTGES/TP63/DUSP6/IL1R2/NDRG1/SCGB1A1/ANGPTL4/IL33/CHI3L1"
"GO:0009605","GO:0009605","response to external stimulus",44,"44/326","ALPL/CD74/MGLL/PLAT/JUN/SORL1/TUBB4B/ATF3/FOS/ZDHHC1/CCN1/HPSE/PIM2/MGST1/GRN/STRBP/BPIFA1/TRIB1/CCDC66/IL1R1/APOBEC1/HOPX/NPC2/DEFB1/F3/SEMA5A/EGR3/BCL10/BTG2/ADM/ADGRV1/PTPRS/HSPB1/NECTIN1/TGM2/CRY2/PTGS2/PTGES/NR4A1/RPS15A/IGFBP2/SCGB1A1/IL33/CHI3L1"
"GO:0009607","GO:0009607","response to biotic stimulus",23,"23/326","ALPL/CD74/JUN/TUBB4B/FOS/ZDHHC1/PIM2/MGST1/GRN/BPIFA1/TRIB1/APOBEC1/NPC2/DEFB1/BCL10/ADM/RBMS3/HSPB1/PTGS2/PTGES/NR4A1/RPS15A/SCGB1A1"
"GO:0009628","GO:0009628","response to abiotic stimulus",25,"25/326","PLAT/JUN/EGR1/EPAS1/RUVBL2/FOS/STRBP/CCDC66/ZFP36L1/APOBEC1/ERRFI1/BCL10/BTG2/ADM/MYC/ADGRV1/CCN2/CRY2/RPL26/PTGS2/NR4A1/IGFBP2/NDRG1/ANGPTL4/CHI3L1"
"GO:0009719","GO:0009719","response to endogenous stimulus",26,"26/326","ALPL/JUN/EGR1/CAPN10/CALM1/SLC9A3R1/SORL1/FOS/CCN1/ZFP36L1/APOBEC1/ERRFI1/GCNT1/EGR3/BTG2/ADM/CCN2/CD44/TGM2/CRY2/PTGS2/TP63/NR4A1/TIMP3/IGFBP2/SCGB1A1"
"GO:0014823","GO:0014823","response to activity",1,"1/326","CRY2"
"GO:0042221","GO:0042221","response to chemical",65,"65/326","ALPL/BAIAP3/CFAP69/CD74/SYT5/PACRG/JUN/MAP2K6/EGR1/CAPN10/CALM1/SLC9A3R1/EPAS1/RUVBL2/SORL1/ATF3/FOS/HSPA4L/CCN1/CALM2/MGST1/TRIB1/ST3GAL6/DYNLL1/ZFP36L1/IL1R1/APOBEC1/ERRFI1/DEFB1/F3/SEMA5A/GCNT1/EGR3/BCL10/BTG2/ADM/HSD17B2/HSPH1/MYC/ADGRV1/HSPB1/CPNE3/CCN2/CTH/CD44/NECTIN1/TGM2/CRY2/PRR5L/PTGS2/TPM1/PTGES/TP63/RPS16/NR4A1/DUSP6/RPL10A/CRLF1/TIMP3/IGFBP2/IL1R2/NDRG1/SCGB1A1/IL33/CHI3L1"
"GO:0043500","GO:0043500","muscle adaptation",1,"1/326","ERRFI1"
"GO:0051606","GO:0051606","detection of stimulus",5,"5/326","CALM1/CALM2/CFAP410/CCDC66/ADGRV1"
"GO:0031503","GO:0031503","protein-containing complex localization",10,"10/326","LCA5L/IFT57/TTC21A/IFT81/IFT88/DYNC2H1/IFT46/TTC26/IFT74/PCM1"
"GO:0033036","GO:0033036","macromolecule localization",50,"50/326","FOXJ1/CCDC39/DZIP1L/DNAH11/OSBPL6/MAPK15/SOAT2/RAB36/BAIAP3/EFR3B/CD74/ZMYND10/PACRG/MAP1A/TTC21A/RFX3/TTC7B/MAP2K6/CETN2/DYNC2H1/CAPN10/CALM1/SLC9A3R1/RUVBL2/SORL1/ZDHHC1/SELENBP1/TTC26/GAS8/TULP3/VCL/PCM1/CCDC66/DYNLL1/SYNE1/ZFP36L1/NPC2/OAZ2/FAM53B/WDPCP/RABGAP1L/ADGRV1/HSPB1/NECTIN1/CRY2/PRR5L/SFN/STOM/PTGS2/PTGES"
"GO:0051234","GO:0051234","establishment of localization",81,"81/326","CCDC39/SPAG17/DNAH11/SPEF2/OSBPL6/DNAH5/ROPN1L/LCA5L/CFAP53/CFAP45/DNAAF1/MAPK15/FHL1/TUBA1A/SOAT2/RAB36/SPA17/BAIAP3/DAW1/CCDC40/CD74/CFAP43/IFT57/SYT5/MAP1A/TTC21A/GJB7/CLBA1/RFX3/CCDC103/IFT81/MAP2K6/CETN2/IFT88/DYNC2H1/CAPN10/CALM1/SLC6A20/SLC44A4/SLC9A3R1/GPR155/IFT46/RUVBL2/SORL1/ZDHHC1/SELENBP1/TTC26/SDC4/CALM2/MGST1/IFT74/TMC5/GABRP/ATP6V1E1/GRN/PCM1/BPIFA1/DPCD/DYNLL1/ZFP36L1/SLC26A2/NPC2/OAZ2/FAM53B/WDPCP/RABGAP1L/TMC4/ADM/MYC/ADGRV1/HSPB1/CCN2/NECTIN1/TGM2/CRY2/PRR5L/SFN/STOM/PTGS2/PTGES/NR4A1"
"GO:0051235","GO:0051235","maintenance of location",5,"5/326","CALM1/SORL1/CALM2/SYNE1/CRY2"
"GO:0044010","GO:0044010","single-species biofilm formation",1,"1/326","BPIFA1"
"GO:0050789","GO:0050789","regulation of biological process",172,"172/326","STMND1/FOXJ1/CCDC39/SPEF1/DZIP1L/DNAH11/STK33/OSBPL6/ROPN1L/TPPP3/CFAP45/DNAAF1/MAPK15/FHL1/TUBA1A/DCDC2B/DIXDC1/SOAT2/DTHD1/FANK1/DRC1/BAIAP3/CDKL1/BASP1/NEK5/CFAP69/CCDC40/CD74/MGLL/MLF1/RPGRIP1L/ZMYND10/CFAP43/IFT57/SYT5/EFHC1/IQUB/PACRG/CAPS/RFX2/MNS1/MAP1A/RFX3/PLAT/CDC14A/CST6/KIF9/JUN/IFT81/MAP2K6/CETN2/MAP9/IFT88/EGR1/FAM161A/DYNC2H1/CAPN10/CSPP1/CALM1/SLC44A4/SLAIN2/SLC9A3R1/EPAS1/ZNF875/SULT1E1/RCAN1/ULK4/GPR155/RUVBL2/SORL1/CFAP298/ATF3/FOS/ZDHHC1/PFN2/TTC26/GAS8/TULP3/ADGRF1/VCL/SDC4/CCN1/HPSE/AUTS2/CFAP20/CALM2/PIM2/IFT74/GABRP/CFAP410/ATP6V1E1/GRN/PCM1/ARHGAP39/WDR73/BPIFA1/TRIB1/PROM1/KITLG/CCDC66/DYNLL1/MYCBP/ZFP36L1/IL1R1/IER3/APOBEC1/ERRFI1/HOPX/NPC2/OAZ2/RAP2B/DEFB1/NUDT4/FAM53B/LURAP1L/F3/ITGB4/HES4/SEMA5A/WDPCP/RABGAP1L/EGR3/BCL10/CC2D1B/FOSL2/KMT5A/BTG2/ADM/PRKAB2/ZNFX1/HSPH1/ADORA2B/KRT4/MYC/ADGRV1/RBMS3/PTPRS/HSPB1/CPNE3/FA2H/RPS9/CCN2/CTH/CD44/PTPRZ1/RPS14/NECTIN1/TGM2/TFCP2L1/CRY2/FOXQ1/PRR5L/SFN/STOM/RPL26/PTGS2/TPM1/GPRC5A/PTGES/TP63/NR4A1/DUSP6/RPS15A/CRLF1/TIMP3/IGFBP2/IL1R2/NDRG1/SCGB1A1/ANGPTL4/IL33/CHI3L1"
"GO:0065008","GO:0065008","regulation of biological quality",66,"66/326","CFAP45/FHL1/TUBA1A/SOAT2/BAIAP3/CD74/SYT5/CKB/MAP1A/RFX3/PLAT/JUN/MAP2K6/EGR1/CAPN10/CALM1/SLC44A4/SLC9A3R1/EPAS1/SULT1E1/IFT46/PFN2/VCL/HPSE/CFAP20/CALM2/PIM2/GABRP/CFAP410/GRN/BPIFA1/PROM1/KITLG/CCDC66/DYNLL1/ZFP36L1/NPC2/RAP2B/F3/SEMA5A/WDPCP/BCL10/BTG2/ADM/PRKAB2/HSD17B2/MYC/ADGRV1/RBP1/PTPRS/HSPB1/FA2H/RPS9/CCN2/RPS14/NECTIN1/TGM2/CRY2/SFN/PTGS2/TPM1/PTGES/TP63/NR4A1/SCGB1A1/ANGPTL4"
"GO:0065009","GO:0065009","regulation of molecular function",58,"58/326","FOXJ1/MAPK15/FHL1/FANK1/NEK5/CD74/IFT57/CALML4/CST6/JUN/MAP2K6/EGR1/CALM1/SLC9A3R1/RCAN1/SORL1/PFN2/GAS8/ADGRF1/SDC4/CCN1/CALM2/GRN/ARHGAP39/TRIB1/KITLG/DYNLL1/APOBEC1/ERRFI1/HOPX/OAZ2/RAP2B/F3/RABGAP1L/BCL10/PRKAB2/HSPH1/ADORA2B/MYC/ADGRV1/HSPB1/PDP1/CCN2/CTH/CD44/TGM2/CRY2/SFN/STOM/PTGS2/TPM1/GPRC5A/TP63/NR4A1/TIMP3/SCGB1A1/ANGPTL4/CHI3L1"
"GO:0031214","GO:0031214","biomineral tissue development",5,"5/326","ALPL/CCN1/ADGRV1/NECTIN1/PTGS2"
